Best_dup0,EW_dup0,EG_dup0,ONS_dup0,OLMAR_1_dup0,OLMAR_2_dup0
1.0,1.0,1.0,1.0,1.0,1.0
1.0895,1.0143972222222222,1.0143972222222222,1.0143972222222222,1.0143972222222222,1.0143972222222222
1.176,1.0699972222222223,1.069987763485544,1.0738333552045458,1.1376,1.1376000000000002
1.0631,1.0047722222222222,1.0047954153514804,0.9944762874285812,0.9253999999999999,1.0056
1.0714,1.0185166666666667,1.0185528021190446,1.000621796128478,0.9594,0.9594
1.048,0.9823500000000001,0.9823270359509381,0.9923826607644605,1.048,1.048
1.0885,0.9858861111111111,0.9858431341457747,1.0007648884827294,1.0628,1.0628
1.0897000000000001,0.9411361111111112,0.9411619681728636,0.9318135408820477,0.9302345553264721,0.9490545286366753
1.0281,0.9481,0.948125679476548,0.9337809232124713,0.948,0.948
1.147,1.0651277777777777,1.0651565227728497,1.0570077196080199,1.1179,0.9973896148982285
1.0977,1.0340083333333334,1.0340333196562934,1.0225517685268837,1.0977,1.0977
1.0275,0.9775611111111111,0.9775276925789066,0.9898281087788695,0.911,0.911
1.0638,0.9730555555555556,0.973137685272954,0.9517456240318042,0.8857999999999999,0.8857999999999999
1.0183,0.9574527777777778,0.9575950452707067,0.9249548605714707,0.9172,0.9172
1.0843,0.98785,0.9880902753577716,0.9505268551809191,0.9181935734592166,0.9339999999999999
1.1396,1.048175,1.048249691416331,1.0247599904069893,1.0046,1.0046
1.0261,0.9572805555555556,0.9573896161349962,0.9340110859712296,0.943,0.943
1.0351,0.9790388888888889,0.9793331773808086,0.9273453702150684,0.8722999999999999,0.8723
1.0867,0.9822444444444445,0.982449096099339,0.9602829699227733,1.0404,1.0404
1.3964,1.1259083333333333,1.125470125742215,1.2150151590316454,1.1222789220776757,1.1343
1.1122,1.0230722222222222,1.0232877230350625,0.996823250759043,0.9429,0.9429
1.2401,1.1268027777777778,1.126635381561083,1.1453873566913644,1.0967,1.0967
1.1594,1.062925,1.0631234800191462,1.0325763036982722,1.0314,1.0314
1.2335,1.0147861111111112,1.0144868547439008,1.0385133418641026,1.0376,1.0506355425149032
1.2286,1.042225,1.0418981257526252,1.0796257529546587,1.1325,1.0835
1.1169,1.0323666666666667,1.0326172865590069,0.9664376665352113,1.0093251687094682,1.008175039834059
1.1249,1.046025,1.0461869845618945,1.0245470861289536,1.04275598940295,0.9975
1.1397,1.0693972222222223,1.0694124785893218,1.0621754006035782,1.114,1.0298
1.1292,1.0213194444444444,1.0209555471812333,1.08021449239464,1.1164,1.1164000000000003
1.083,1.030975,1.030975905663189,1.044829098333342,1.0424,1.007933481508298
1.0735999999999999,0.9705416666666666,0.9703353550610777,0.9925469664833261,0.9785032413200161,0.9696114665104513
1.0726,0.9898583333333333,0.9897862594147083,0.9998955421498317,1.058,1.058
1.1444,1.0228694444444444,1.0229573076859833,1.0063029382530297,1.0173,1.0173
1.0422,0.9669194444444444,0.9671135946593217,0.9249241382044238,0.8687,0.8686999999999999
1.1812,1.0429333333333333,1.042794532838734,1.0522173044024885,1.1812,1.1812000000000002
1.0339,0.9856833333333334,0.9856556587785766,0.9796021833516552,0.9643,0.9643
1.1007,0.98075,0.9805311309478132,1.0115657311070074,0.9456,0.9456
1.1395,0.9543777777777778,0.954230277736303,0.9667154082626837,0.9361,0.9361
1.082,1.0171333333333332,1.0170385111240228,1.0442289190673262,1.0418,0.9725
1.076,0.9967305555555556,0.9967346400324065,0.9880044176177915,1.0682768973196395,1.0311
1.0131000000000001,0.9500027777777778,0.9500760950267768,0.944465520477986,0.9646,0.9646
