,Best,EW,EG,ONS,OLMAR_1,OLMAR_2
NYSE,1.2981797944823203e+119,22.218281357155853,22.21745402785683,63.12131850541207,1.8218059765253844e+16,5.3838714560683923e+17
ff49_csv,8.979849319330755e+21,77.79751561915344,77.71276261745747,68.20521548945038,1.1980630501325158,1.7735728172744107
ff100_csv,1.9155686806654828e+18,190.05098321049914,227.7130744428705,8.140777374209243e-24,4.204108351831958,124.42654276146604
