Best_dup0,EW_dup0,EG_dup0,ONS_dup0,OLMAR_1_dup0,OLMAR_2_dup0
1.0,1.0,1.0,1.0,1.0,1.0
1.091393,1.0406863333333334,1.0406863333333334,1.0406863333333334,1.0406863333333334,1.0406863333333334
1.2533186138380001,1.0998406789972224,1.0998253725724927,1.106388659440799,1.1148856065718762,1.1853313268033334
1.404095349719939,1.156206505608541,1.156218598148984,1.1525872607081642,1.0542246807183002,1.120837449311964
1.6491282414856148,1.2320291472219118,1.232020762389416,1.2399567064900268,1.1295954200415743,1.2009706019130735
1.8613479583694328,1.306212462687788,1.3062086423886665,1.307083051420585,1.179990060515889,1.246690176533732
1.9183442942026632,1.2200278750097369,1.2200945088123873,1.2221079640778696,1.0386933307094746,1.0974065080348767
1.9523814770147012,1.1381897268509482,1.139804172557362,0.7079189430173333,1.043409581665146,1.1022485622373943
1.9919523447908352,1.0638911991762412,1.068329861130657,0.22031425984072803,0.9852022720450672,1.0406259644729734
2.2243733443810294,1.0760152737295205,1.0848209123851356,0.034699424503664776,0.9740979929390559,1.028765599776864
2.4604883505137316,1.085454826943505,1.1000019367370941,0.0021754510493519046,1.0265788032202605,1.0840532351164833
2.592316395357556,1.0465750411033075,1.0673253671798313,4.077555143783062e-05,1.0176592745655,1.0744970915976109
3.3889559621820955,1.202150310612694,1.2350413502903828,2.5216595796465825e-07,1.316863273608119,1.3902345134390768
4.036826062428409,1.2380226094536335,1.2827342489336986,3.70950536799572e-10,1.3963537094592002,1.473965624821256
4.783687325890413,1.2308283569015477,1.287353166485052,1.389735121750468e-13,1.6537156520035312,1.7454092786696227
4.967615319883573,1.1860534196928894,1.2533616688223306,1.3901411155126084e-17,1.561357882875305,1.647720087283985
5.160815814904485,1.1300793417387562,1.2076496358150457,1.39014128437992e-21,1.6211212956208072,1.7105706605877933
5.623090730708739,1.1507839962251445,1.24460519706514,1.3901421485973012e-25,1.6618493093709454,1.753321994896193
5.831218187924462,1.1477444240626706,1.2419659988141936,1.3334368602202806e-25,1.6518755157438254,1.7427914258859405
6.059312118563314,1.13562488058036,1.2290213000789771,1.3103283994327942e-25,1.6543662678573634,1.7454150707611509
6.453579439493991,1.1668446911688857,1.2621976400302348,1.3955888477257612e-25,1.6560983100423428,1.747256708978602
6.540128393357045,1.1411237067549822,1.2348595485355447,1.3248394710906661e-25,1.5109558225569977,1.5940025075398672
7.140577581151155,1.181097555483536,1.2791514093123668,1.2836634603315638e-25,1.5856605003358608,1.672720752636656
8.156488975354273,1.2816692590470455,1.3875782375422432,1.4371703552352578e-25,1.7752817112685249,1.8573383412500881
8.802156642643316,1.28236467142585,1.3887908221672467,1.4200479076230425e-25,1.6291476219237448,1.8323387789127996
9.046143622620747,1.2630273958480474,1.3684224737927184,1.3607708478151363e-25,1.5756382682816594,1.8461921227976799
9.585519936119509,1.2647777062300325,1.3709420328043245,1.315511609416835e-25,1.558081631741776,1.9561478422616105
10.199625856346941,1.2880238988779718,1.3954112845396494,1.3997911761853005e-25,1.5497645919915386,1.9565352078048233
10.551971931554446,1.2784158130474081,1.3853799488208585,1.358406350061382e-25,1.5540062976798195,1.8682430625079198
11.597767317718874,1.3573416186783687,1.4711878035174482,1.4235147664199826e-25,1.7080223078365686,1.9987140846337976
11.879395901495043,1.3445567048602356,1.457663035013918,1.390006652333225e-25,1.6976971136192578,1.8578283916691896
12.309643862255392,1.3224895040808933,1.4339527576266453,1.3486581244462676e-25,1.6329690157682963,1.7870061795801677
12.897035448074494,1.3274810202991292,1.4397275735050596,1.3255421241929864e-25,1.6141457819235352,1.766400136377654
13.165074535791826,1.286646118512398,1.395106686624612,1.315399075858659e-25,1.5506049332181153,1.6600484928245647
15.132068322184484,1.376252871908036,1.4931691367395015,1.3454704141355644e-25,1.6489908162308047,1.8451839192323296
16.13142037831819,1.3917960806971332,1.5098816846792293,1.3752443289231557e-25,1.6341053761326891,1.8158241145653287
16.145777342454895,1.3382826425633936,1.4521555669158597,1.315489962831674e-25,1.607473435661694,1.812043912253709
16.867202965670465,1.3415215839545398,1.456212431518501,1.2927280400049674e-25,1.5735000728149027,1.7968129369734511
18.511974528461888,1.4174170496321146,1.539366902721648,1.3241141840885427e-25,1.6293401399031444,1.8397446879183894
20.435405705918132,1.5217035484314934,1.6525137265502001,1.4276665338551875e-25,1.7179746141737358,1.9826089518821357
22.290368352655733,1.585518976524807,1.7227095380196316,1.439937327716255e-25,1.781886705770227,2.046605453075881
23.487361133193346,1.5759325764551877,1.7131986038441154,1.3844392632341616e-25,1.7541177833475037,1.973384065078395
27.270799213972662,1.6792093917133628,1.8258913029170691,1.4526436635397494e-25,1.7862234011361129,2.1599465598130574
30.74545355422256,1.7967442071004747,1.9554990199125173,1.4659368057124202e-25,1.8589691353707822,2.187497547751472
31.62157599870369,1.771807493707495,1.927966067328798,1.4770500726357312e-25,1.8730619803860282,2.181605313328124
29.956288941883958,1.480027859800614,1.607575116019307,1.3567088950130844e-25,1.5453215546132213,1.8822087461819654
33.76657911384689,1.5471937030082705,1.68050396972013,1.4249540658497615e-25,1.6476770233468692,1.9338687324452
35.97650041711083,1.567780275622073,1.7036217728923138,1.4027461567361175e-25,1.6588708262842313,1.9579198843746457
41.384128194806756,1.6868372920055525,1.83383888365049,1.467788690531658e-25,1.8427815404402326,2.177967414931295
41.84245741456424,1.637198824726888,1.7796466992185953,1.443087274658691e-25,1.809421666213643,2.0703006765850342
48.07116746775369,1.778797649801534,1.9344703761653799,1.5209952273576324e-25,1.9431162142868366,2.2749657677461426
51.189784457224214,1.8144783542147196,1.9736828563817765,1.5401171793559815e-25,1.9425679377303333,2.2936276492964005
60.332791859129024,1.8034012662752978,1.9621881573025124,1.514491169610869e-25,1.909676324933453,2.276059675181813
69.37734101952292,1.9136863671241382,2.0822998416186382,1.6037552791515413e-25,1.9398320237804774,2.4449023710280966
75.06510356832646,1.967106443640817,2.140919623833557,1.6237893901021861e-25,2.0651917284852668,2.5221813938704267
83.7049468588337,2.1140674907153896,2.302336185302378,1.6671413192454453e-25,2.2555652324004956,2.7868430220627443
89.44367431052848,2.1029427977864694,2.2898596093195165,1.666119361612259e-25,2.2814388211813617,2.807201729398207
87.93726394779056,1.9119382281411406,2.080580139315688,1.5649226038240812e-25,2.0426788568004355,2.4955917335994604
98.13147920820212,2.0526740360669864,2.2340232917107423,1.663489254028393e-25,2.197605969740431,2.629327427846343
110.69417304495695,2.157210509683047,2.3501024052597916,1.632026018277783e-25,2.3315768079398795,2.8967328724611234
131.47412598564844,2.3413976371883476,2.5500594388228093,1.8255288151609064e-25,2.3471983725530765,3.400339032682977
140.1295935957876,2.314887942907162,2.5194088636277447,1.9029659219617674e-25,2.222221795206488,3.461112233400026
129.41360331433054,1.956480208648689,2.127451659453886,1.6691142457363964e-25,1.992852950392455,2.592823791341758
145.37237122064053,2.0699369850682787,2.250254649205795,1.8056644821726003e-25,2.190508746518282,2.7549216958423504
168.2182208474491,2.2369772198753157,2.433037632347455,1.8780012070004823e-25,2.432340912133901,2.889055479450924
185.07351835814262,2.3302072223620103,2.5344390655628932,1.9581430305045391e-25,2.547604683278102,3.0259522334201656
214.78374040721195,2.542300029894286,2.767972591963164,1.9580960350846335e-25,2.8205830726960337,3.2955669216691055
244.07723562638995,2.649600768672676,2.885457105238765,2.0273675985175391e-25,2.9214998462021775,3.3355577986823004
262.5934228754792,2.7223735993847193,2.966586141346845,1.972798972241259e-25,2.8497484297585145,3.3155375438166232
287.2827190876546,2.789359114227358,3.0414890717222933,1.9411138479537193e-25,2.803978620228163,3.4731421885547715
343.0448694280065,2.995397294701295,3.2655228276327,2.0759688503094266e-25,2.9987794269112737,3.473666476732358
355.29671693962774,2.905972620659802,3.1674742455783185,2.0433346199796521e-25,2.969317777429543,3.3230410713203207
