,Best,EW,EG,ONS,OLMAR_1,OLMAR_2
NYSE,0.036809346625593424,0.008448340235952544,0.008489840897829046,0.011531454316359118,0.03570913353303183,0.03595346040240646
ff49_csv,0.2840724409316317,0.14849425154690335,0.14788354982679208,0.24132940296520924,0.34792890512755215,0.36277228550873164
ff100_csv,0.26436368423917306,0.17332040316799455,0.17323873513898436,0.5000300784938578,0.2952290900189739,0.22857873632987358
