,Best,EW,EG,ONS,OLMAR_1,OLMAR_2
NYSE,1.385984800739712,0.06660878096760413,0.06628238286699789,0.0652380070948868,0.19086968821245545,0.20678104881589648
ff49_csv,9.91095977170968,0.823302359541004,0.8264831627279049,0.4904107502017973,0.01379130280414872,0.04216001491956172
ff100_csv,6.118337535702152,0.7352110431409129,0.7625069127460761,-1.4066161488374136,0.11302727360592282,0.5099523791574614
